name;roaster;roast;loc_country;origin;100g_USD;rating;review_date;review;
Ethiopia Anasora Extended Natural Special Lot;Quartet Kaffe;Medium-Light;Taiwan;Ethiopia;14,08;94;July 2022;Juicy, bright, fruit- and floral-toned, savory-edged. Shitake mushroom, dark chocolate, grape candy, wisteria, amber in aroma and cup. Sweet-tart structure with cola-like acidity;
Colombia El Obraje Gesha;Joe Van Gogh Coffee;Medium-Light;United States;Colombia;14,11;94;December 2018;Complex, multi-faceted, spice-toned. Dahlia-like flowers, bergamot, almond, vanilla, roasted cacao nib in aroma and cup. Sweetly tart structure with balanced, bright acidity;
Ka’u Typica Natural;Three Chairs Specialty Turkish Coffee;Medium-Light;United States;Hawai'I;14,11;92;may-19;Crisply sweet-tart, balanced. Rose hips, almond nougat, orange zest, apricot, cedar in aroma and cup. Sweet-toned structure with gentle, round acidity;
Colombia Tolima;Jaunt Coffee Roasters;Medium-Light;United States;Colombia;14,11;90;October 2020;Sweetly tart, delicately fermenty. Notes suggesting Jolly Rancher, chocolate fudge, rum barrel, baking spices, sandalwood in aroma and cup. Sweet structure with gentle, round acidity;
Colombia Finca La Primavera Sidra;Paradise Roasters;Light;United States;Colombia;14,11;96;March 2022;Delicately aromatic, complex, citrusy. Bergamot, candied violet, cocoa nib, honeysuckle, pineapple taffy in aroma and cup. Richly bittersweet structure with bright acidity;
Colombia Finca El Paraiso Castillo Red Plum;Paradise Roasters;Light;United States;Colombia;14,11;94;may-22;Richly floral, resonantly fruit-toned. Apricot blossom, Bing cherry, amber, cocoa nib, black sage in aroma and cup. Sweetly tart structure with gently bright, floral-driven acidity;
Colombia La Esperanza 100% Geisha Hanashaku;VERYTIME;Light;Taiwan;Colombia;14,16;94;October 2022;Delicate, elegant, sweetly bright. Bergamot, cocoa nib, dried mango, freesia, fresh-cut oak in aroma and cup. Sweet-toned structure with sparkling acidity;
Holiday Blend;Hala Tree Kona Coffee;Medium;Hawai'i;Hawai'I;14,33;93;November 2020;Richly sweet, chocolaty, spice-toned. Dark chocolate, plum, macadamia nut, baking spices, narcissus in aroma and cup. Sweet structure with gentle, round acidity;
Red Bourbon Washed;Hala Tree Kona Coffee;Medium-Light;Hawai'i;Hawai'I;14,55;93;June 2020;Sweet, balanced, floral-toned. Jasmine, peach, pistachio, cardamom, cocoa nib in aroma and cup. Deeply sweet structure with savory undertones;
Typica Natural;Hala Tree Kona Coffee;Medium;Hawai'i;Hawai'I;14,55;92;June 2020;Deeply sweet, pleasantly herb-toned. Baking chocolate, spearmint, maple syrup, freesia, hazelnut in aroma and cup. Richly bittersweet structure with brisk acidity;
Geisha;Hala Tree Kona Coffee;Medium-Light;Hawai'i;Hawai'I;14,55;94;November 2020;Delicately rich, floral- and cocoa-toned. Baking chocolate, star jasmine, blackberry, lime zest, brown sugar in aroma and cup. Deeply sweet with vibrant, round acidity;
SL28;Hala Tree Kona Coffee;Medium-Light;Hawai'i;Hawai'I;14,55;94;April 2021;Crisply sweet-tart, balanced, bright. Nectarine, narcissus, Meyer lemon zest, nougat, cedar in aroma and cup. Sweetly tart structure with lively, almost effervescent acidity;
Colombia Diofanor Ruiz;Plat Coffee Roastery;Medium-Light;Hong Kong;Colombia;14,7;94;February 2021;Crisply sweet-tart, fruit-toned. Vanilla yogurt, Ibarra chocolate (chocolate with cinnamon), gardenia, amber, date in aroma and cup. Rich, sweetly tart structure with bright, tangy acidity;
Colombia Geisha Natural;Cafe Kreyol;Medium-Light;United States;Colombia;15,41;94;February 2022;Richly fruity, balanced, complex. Mango, lemon verbena, cocoa nib, freesia-like flowers, sandalwood in aroma and cup. Sweetly tart with vibrant, high-toned acidity;
El Obraje Geisha;Dragonfly Coffee Roasters;Medium-Light;United States;Colombia;15,43;95;may-18;Nuanced, multi-layered, richly sweet. Lavender, roasted cacao nib, salted caramel, sweet aromatic mushroom, a moist foresty hint in aroma and cup. Deeply sweet-savory in structure with bright, juicy acidity;
Ardent Ethiopia Natural;JBC Coffee Roasters;Medium-Light;United States;Ethiopia;15,43;97;November 2020;Delicately sweet-tart, richly and intricately aromatic, deep-toned. Dried hibiscus flowers, bergamot, frankincense, lychee, boysenberry in aroma and cup. Confidently sweet-tart structure with sparkling acidity;
Yemen Mocha Haimi;Dragonfly Coffee Roasters;Light;United States;Yemen;15,43;94;July 2021;Delicately perfumed, sweetly fermenty. Green grape, rum barrel, rhododendron, cocoa nib, oak in aroma and cup. Sweet-tart structure with juicy acidity;
Yemen Mocha Khulani;Dragonfly Coffee Roasters;Medium-Light;United States;Yemen;15,43;93;July 2021;Subtly complex, fruit-toned. Raspberry coulis, freesia, almond nougat, cedar, lemon verbena in aroma and cup. Sweet-tart structure with vibrant acidity;
Yemen Mocha Harazi;Dragonfly Coffee Roasters;Medium-Light;United States;Yemen;15,43;93;July 2021;Crisply spice-toned. Molasses, dried cherry, clove, cashew, grapefruit zest in aroma and cup. Sweet-toned structure with brisk acidity;
Panama Baru Geisha Black;Kakalove Cafe;Medium-Light;Taiwan;Panama;15,58;94;April 2019;Richly sweet-savory. Passionfruit, dark chocolate, hop flowers, almond butter, wine barrel in aroma and cup. Deep sweet-savory structure with wine-like acidity;
Ethiopia Natural Gedeb Violent Andromeda;Simon Hsieh’s Aroma Roast Coffees;Medium-Dark;Taiwan;Ethiopia;15,58;93;November 2019;Evaluated as espresso. Charred oak, baking chocolate, calla lily, browned butter and black cherry in aroma and small cup. Crisp, lightly velvety mouthfeel;
Ethiopia Natural Yirgacheffe Gr.1 Cleopatra;Simon Hsieh Aroma Roast Coffees;Medium;Taiwan;Ethiopia;15,58;95;December 2020;Evaluated as espresso. Bright, juicy, floral-toned. Chocolate fudge, black cherry, lemon verbena, brown sugar, sandalwood in aroma and cup. Satiny-smooth mouthfeel;
Taiwan Alishan Zhou-Zhu-Yuan Farm Estate Reserve Washed;Simon Hsieh Aroma Roast Coffees;Medium;Taiwan;Taiwan;15,58;94;December 2020;Evaluated as espresso. Deep-toned, richly sweet-tart. Tamarind, plum, dark chocolate, cedar, molasses in aroma and small cup. Very syrupy mouthfeel;
Philippines Sitio Belis 1017;Mostra Coffee;Medium-Light;United States;Philippines;15,58;93;June 2022;Sweetly pungent with savory undertones. Lychee, marjoram, cocoa nib, freesia-like flowers, roasted almond in aroma and cup. Crisply sweet structure with juicy acidity;
Taiwan Natural Alishan Ching-Ye Farm;Kakalove Cafe;Medium-Light;Taiwan;Taiwan;15,58;94;July 2022;Deep-toned, intricately balanced. Dried mulberry, dark chocolate, magnolia, sandalwood, pink peppercorn in aroma and small cup. Juicy-sweet structure with high-toned acidity;
Gesha Spirits;Mostra Coffee;Medium-Light;United States;Colombia;15,71;95;June 2022;High-toned, delicate, confident. Star-jasmine, cocoa nib, blood orange, black sage, sandalwood in aroma and cup. Sweet-toned structure with poised and elegantly bright acidity;
Mama Cata Geisha Washed;Willoughby's Coffee & Tea;Medium-Light;United States;Panama;15,87;94;December 2018;Crisp yet very sweet, delicately intricate. Lavender, lemon zest, apple, walnut, fresh pipe tobacco in aroma and cup. In structure massively sweet, gently tart;
Ethiopia Mulegeta Sintayehu Washed;GK Coffee;Medium-Light;Taiwan;Ethiopia;16;94;January 2020;High-toned, richly sweet-tart. Dried apricot, tangerine zest, almond, narcissus-like flowers, cedar in aroma and cup. Sweetly tart in structure with balanced, juicy acidity;
Guatemala Geisha;Omine Coffee;Light;Taiwan;Guatemala;16;94;November 2021;Juicy, fruit-driven, balanced. Raspberry jam, dark chocolate, narcissus, caramel, cedar in aroma and cup. Tart-leaning structure with winy acidity;
Colombia Finca Jardines del Eden Ice Fermentation Natural;GK Coffee;Medium-Light;Taiwan;Colombia;16;94;June 2022;Evaluated as espresso. Extremely sweet, intentionally fermenty, wine-like aroma. Red wine, salted caramel, gardenia, pomelo, hazelnut brittle in aroma and small cup. Plush, syrupy mouthfeel;
Goddess Costa Rica Dota Tarrazu Geisha Natural;Chiming Coffee;Medium-Light;Taiwan;Costa Rica;16;93;October 2022;Sweet-tart, gently herbaceous. Dried apricot, honey, cashew butter, cocoa nib, lemon verbena in aroma and cup. Crisply sweet structure with even-keeled acidity;
Kona SL34;Kona Farm Direct;Medium;Hawai'i;Hawai'I;16,12;93;November 2020;Delicately sweet-savory, floral-toned. Lilac, plum, almond brittle, lemon verbena, gently scorched elm in aroma and cup. RIchly bittersweet structure with gentle acidity;
K7 Sweet Spot;Kona Farm Direct;Medium-Light;Hawai'i;Hawai'I;16,12;92;November 2020;Crisply sweet, cocoa-toned. Baking chocolate, hazelnut, date, cedar, molasses in aroma and cup. Sweet structure with gentle, round acidity;
Testi Ayla Double Ethiopia;Barrington Coffee Roasting;Light;United States;Ethiopia;16,15;97;August 2021;High-toned, floral-driven, lyrically sweet. Wisteria, Keemun tea, white nectarine, fresh-cut basil, pink peppercorn in aroma and cup. Impeccably crystalline, balanced structure with buoyant acidity;
Panama Auromar Geisha Natural;Willoughby's Coffee & Tea;Medium-Light;United States;Panama;16,17;96;December 2017;Complex, uniquely sweet, tropical. Plumeria, roasted cacao nib, mango, sandalwood, nougat in aroma and cup. Sweetly tart structure with bright, juicy acidity;
Auromar Geisha Natural;Willoughby's Coffee & Tea;Medium-Light;United States;Panama;16,17;93;December 2018;Cleanly fruit-toned, delicately rich. Rum cordial, orange zest, coconut, plum, cedar in aroma and cup. Sweet-toned structure with gentle, round acidity;
Ethiopia Sidama Bensa Farmer Tamiru 74158 Natural;Taster’s Coffee;Light;Taiwan;Ethiopia;16,28;96;November 2021;Passion fruit, dark chocolate, frankincense, wisteria, sandalwood in aroma and cup. Richly sweet-tart structure with high-toned, juicy acidity;
Kenya Safari AB Top;Plat Coffee Roastery;Medium;Hong Kong;Kenya;16,29;93;April 2019;Rich, crisp and spicy. Complex aroma and flavor: blackcurrant, dried blackberry, sandalwood, blood orange zest, lavender. Deeply pungent in structure. Long, resonant finish;
Granja La Esperanza Sudan Rume Natural;PT's Coffee Roasting;Medium;United States;Colombia;16,53;95;April 2018;Intensely pungent, richly vibrant, deeply sweet, startlingly original. Complex spice (cinnamon, clove, nutmeg), herb (fresh cilantro, parsley), baker’s chocolate, lime zest, sweetly pungent spirits (Brazilian cachaça?) in aroma and cup. Deeply sweet and roundly tart in structure. Full, syrupy mouthfeel. The shifting, layered intrigue in the cup carries far into a long, resonant finish.;
Café Granja La Esperanza Sudan Rume Natural;PT's Coffee Roasting Co.;Medium;United States;Colombia;16,53;95;April 2019;Shifting, original, startling in its giddy intricacy. Winey pine (think retsina wine), cocoa powder, green apple, Concord grape, ginger blossom, much more in aroma and cup. Sweetly and delicately pungent in structure. Lightly syrupy and almost effervescently buoyant in mouthfeel. The winey pine character and a floral sweetness carry persuasively into a crisp finish.;
Honey Typica Anaerobic;Hala Tree Kona Coffee;Medium-Light;Hawai'i;Hawai'I;16,53;95;November 2020;Complex, richly tart, with compelling savory undertones. Dark chocolate, pomegranate yogurt, almond brittle, sandalwood, freesia-like flowers in aroma and cup. Balanced structure with juicy, citrusy acidity;
Natural Typica Anaerobic;Hala Tree Kona Coffee;Medium-Light;Hawai'i;Hawai'I;16,53;93;November 2020;Spice-toned, fruit-driven. Dried raspberry, cocoa powder, lemon verbena, cedar, agave syrup in aroma and cup. Sweetly tart structure with brisk acidity;
Finca San Antonio El Salvador;Dinwei Cafe;Light;Taiwan;El Salvador;16,7;92;August 2019;Mild though intricately deep;
Kona Classic Black Rock Farm;Paradise Roasters;Medium;United States;Hawai'I;16,71;94;June 2020;Deep-toned, chocolaty and rich. Dark chocolate, strawberry guava, hazelnut butter, sandalwood, ginger blossom in aroma and cup. Sweet-toned structure with round, engaging acidity;
Red Bourbon Natural Exclusive Reserve;Hala Tree Kona Coffee;Medium-Light;Hawai'i;Hawai'I;16,75;95;June 2020;Sweetly pungent, juicy. Tangerine, dark chocolate, almond butter, honeysuckle, a hint of kefir in aroma and cup. Sweetly tart structure with bold, lactic acidity;
Natural Ka’u Maragogipe;Big Island Coffee Roasters;Medium-Light;Hawai'i;Hawai'I;16,75;94;December 2021;Richly sweet-savory. Caramel, guava, rose hips, hop flowers, pink peppercorn in aroma and cup. Balanced, bittersweet structure with sweetly brisk acidity;
Panama Finca Minerva-Mirage Pacamara BOP PAC04;Kakalove Cafe;Medium-Light;Taiwan;Panama;16,99;95;November 2020;Uniquely sweet-tart, lactic-leaning. Pink grapefruit zest, goat cheese, lilac, honey, oak in aroma and cup. Balanced, intricately layered structure with complex, richly tart acidity;
Colombia Tolima Monteverde Estate Natural Wush Wush;Dou Zhai Coffee & Roast;Medium;Taiwan;Colombia;17,07;94;may-19;Unorthodox but coherent and compelling. Pungent rose, fresh fennel frond, ripe cantaloupe, walnut, marshmallow in aroma and cup. Roundly sweet-savory in structure, with an impressively smooth, plush mouthfeel. Rose-like flowers prevail in a deeply rich finish. ;
Kona Red Bourbon;Big Island Coffee Roasters;Medium-Light;Hawai'i;Hawai'I;17,28;94;September 2022;Richly sweet-tart, deeply chocolaty. Dark chocolate, pomegranate, lemon verbena, agave syrup, pink grapefruit zest in aroma and cup. Sweetly tart structure with apple-like malic acidity;
Guatemala Santa Felisa Solar Eclipse Gesha Natural;Euphora Coffee;Light;Taiwan;Guatemala;17,56;94;January 2021;Sweet-toned, delicately floral. Raspberry, narcissus, cocoa nib, almond, agave syrup in aroma and cup. Deeply sweet structure with rich, vibrant acidity;
Ka’u Champagne Natural;Paradise Roasters;Light;United States;Hawai'I;17,59;94;may-19;Vibrant, juicy, brightly fruit-toned and spicily floral. Wild strawberry, honey, dried gardenia, pistachio butter, pink peppercorn in aroma and cup. Sweet-tart structure with crisp, fresh acidity;
Puna Champagne Natural Anaerobic;Paradise Roasters;Medium-Light;United States;Hawai'I;17,59;93;December 2019;High-toned, richly fruit-forward, balanced. Strawberry guava, jasmine, cocoa nib, sandalwood, pink grapefruit zest in aroma and cup. Sweet-tart structure with crisp, bright acidity;
Panama Esmeralda Geisha Natural;Paradise Roasters;Medium-Light;United States;Panama;17,59;96;December 2019;Vibrantly sweet, resonantly floral, cocoa-toned. Lavender, cocoa nib, kumquat, fine musk, toffee in aroma and cup. Sweetly tart structure with bright, juicy acidity;
Hawai’i Ka’u Typica Anaerobic Washed;Paradise Roasters;Medium-Light;United States;Hawai'I;17,59;93;may-20;Rich-toned, sweet-savory. Lychee, hop flowers, honey, cedar, cocoa nib in aroma and cup. Sweet-savory structure with crisp, juicy acidity;
Coffea Diversa Rume Sudan Winey;Paradise Roasters;Light;United States;Guatemala;17,59;95;October 2020;Delicate, tropical, fruity and floral. Strawberry guava, bergamot, cocoa nib, sandalwood, plumeria in aroma and cup. Sweet-toned structure with juicy, vibrant acidity;
Hawai’i Puna Anaerobic Washed;Paradise Roasters;Medium-Light;United States;Hawai'I;17,59;94;October 2020;Fruit- and honey-toned, richly sweet-tart. Lychee, tamarind, cocoa nib, hop flowers, almond brittle in aroma and cup. Sweetly tart structure with bright, juicy acidity;
Coffea Diversa Yellow Dalle Honey;Paradise Roasters;Light;United States;Guatemala;17,59;92;November 2020;Delicately and sweetly herbaceous. Lemon verbena, tangerine zest, cocoa nib, magnolia, oak in aroma and cup. Crisply sweet with gently savory undertones;
Hawai’i Ka’u Champagne Natural;Paradise Roasters;Medium-Light;United States;Hawai'I;17,59;93;December 2020;Deeply sweet, tropical. Pineapple, lychee, baking chocolate, jasmine, lemon verbena in aroma and cup. Sweetly tart with very lively, phosphoric acidity;
Kona Classic Dark;Paradise Roasters;Medium;United States;Hawai'I;17,59;92;March 2021;Deeply sweet, chocolaty. Chocolate fudge, magnolia, almond brittle, gently scorched sandalwood, marshmallow in aroma and cup. Bittersweet structure with gentle, round acidity;
Gesha Village Lot #85 Natural;JBC Coffee Roasters;Medium-Light;United States;Ethiopia;17,61;95;October 2019;High-toned, multi-layered, intriguingly complex. Wisteria, pineapple, myrrh, cocoa nib, pink grapefruit zest in aroma and cup. Richly sweet-tart structure with vibrant, juicy acidity;
